"","XOTU","avg_gb","abundance_gb","SpongeEMP","VIP_score","NW_otus","barettin_spearman","p_values_spearman","fdr_spearman","barettin_pearson","p_values_pearson","fdr_pearson","Gb1","Gb10","Gb11","Gb12","Gb13","Gb14","Gb2","Gb3","Gb4","Gb5","Gb6","Gb7","Gb8","Gb9","Kingdom","Phylum","Class","Order","Family","Genus","OTU_in_Sf","sf_signif_correl_bar","inc_dec_estimate","inc_dec_p","bar_spearman","bar_pearson","vip","inc_dec"
"11","X196900164",0.0174236726850675,"common","NO",1.0771997642063,"Included",-0.284848484848485,0.425038154892146,0.590087335314181,-0.517196222478992,0.125787260925675,0.292057778241222,0.75755673154543,0.246479504888331,0.615301820791102,0.542649564983407,0.72114090949861,1,0.191766077675128,0.427571979549735,0.415911740963315,0.248004305318863,0.152569737196161,0.34693694501749,0.450713068436631,0.737644631805543,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," E01-9C-26_marine_group"," uncultured_bacterium"," ","yes","not correlated",0.609579164221014,0.0206467796296524,"n.s.","n.s.","VIP","increasing"
"12","X196900168",0.0172006242100903,"common","YES",2.86632287790131,"Included",0.284848484848485,0.425038154892146,0.590087335314181,0.323026685795705,0.362610773036938,0.523195543953296,0.49980705410203,0.374778112217334,0.715829281469476,0.21262637956317,0.748244192328471,0.190244655398626,0.290344987265571,0.663270818862391,0.140078721926372,0.164158369993054,0.189627228525122,0.298757428417072,0.563942270587327,1,"Bacteria"," Chloroflexi"," Anaerolineae"," Anaerolineales"," Anaerolineaceae"," uncultured","yes","not correlated",0.133597137915239,0.648878923912594,"n.s.","n.s.","VIP","inc. trend"
"13","X196900171",0.01341711764385,"common","YES",2.61042476031394,"Included",0.490909090909091,0.149655673420837,0.355652306247165,0.672275418961261,0.0332036554640234,0.119509203222949,0.222967674479394,0.554587435741047,0.165287095930992,0.032412651389736,0.0674392262786443,0.235253114925503,0.128953559292498,0.309662803868607,0.71987453167204,0.146902500653481,0.246492985971944,1,0.663152391740002,0.846214167465365,"Bacteria"," Actinobacteria"," Acidimicrobiia"," Acidimicrobiales"," Sva0996_marine_group"," uncultured_bacterium","yes","not correlated",-0.323797543606689,0.258750936616179,"n.s.","barrettin","VIP","dec. trend "
"14","X196900178",0.00746174224456048,"common","YES",1.57031730010224,"Included",-0.284848484848485,0.425038154892146,0.590087335314181,-0.284766314021643,0.425177614629615,0.581868716939503,0.508360477741585,0.387404994571118,0.3085776330076,0.684256243213898,0.695982627578719,0.588056460369164,0.333767643865364,0.589359391965255,0.312920738327904,0.266666666666667,0.305103148751357,0.408469055374593,0.623452768729642,1,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Xanthomonadales"," uncultured"," uncultured_bacterium","yes","not correlated",0.327778650230828,0.252601298302448,"n.s.","n.s.","VIP","inc. trend"
"15","X196900179",0.0124841250718432,"common","NO",2.22029589413807,"Included",0.612121212121212,0.0599721424772552,0.288437447152513,0.605877195797214,0.0633732600217654,0.192502233449573,0.390249050232165,0.306247361756015,0.216758125791473,0.190692275221613,0.320493879273955,0.163676656817222,0.334107218235542,0.782081046855213,0.968446601941748,0.18910932883073,0.293689320388349,0.435310257492613,0.519734065006332,1,"Bacteria"," Acidobacteria"," Subgroup_6"," uncultured_bacterium"," "," ","yes","not correlated",-0.447771948281316,0.108369792447254,"n.s.","n.s.","VIP","dec. trend "
"16","X196900199",0.0106757676323421,"common","NO",1.02933506604046,"Included",-0.612121212121212,0.0599721424772552,0.288437447152513,-0.594904279697128,0.0696521155344878,0.202442119970742,0.382600195503421,0.701270772238514,0.93900293255132,0.709286412512219,0.788269794721408,0.971847507331378,0.432453567937439,0.434604105571848,0.565200391006843,0.526099706744868,0.204496578690127,0.577908113391984,0.505767350928641,1,"Bacteria"," Gemmatimonadetes"," BD2-11_terrestrial_group"," uncultured_bacterium"," "," ","yes","not correlated",0.755805714461888,0.0017665246446008,"n.s.","n.s.","VIP","increasing"
"17","X196900215",0.00622813323927808,"common","YES",1.90529628741869,"Included",0.575757575757576,0.0815528147726023,0.330733271745769,0.681904523462092,0.0298579169040663,0.109659985720389,0.882405544377375,0.666890230270512,0.150905432595573,0.0505253744690364,0.204560697518444,0.147328414934049,0.205902079141516,0.953051643192488,0.579476861167002,0.131678962664878,0.358148893360161,1,0.27364185110664,0.629778672032193,"Bacteria"," Actinobacteria"," Acidimicrobiia"," Acidimicrobiales"," Sva0996_marine_group"," ","yes","not correlated",-0.561825849336699,0.0365379591872884,"n.s.","barrettin","VIP","decreasing"
"18","X196900224",0.00351692211621075,"common","YES",0.96443070554077,"Included",0.163636363636364,0.651477342796243,0.765107111888611,0.183467737134392,0.611902801619463,0.739898207292417,0.344548286604361,0.314018691588785,0.111526479750779,0.165109034267913,0.541744548286604,0.245171339563863,0.250467289719626,0.431464174454829,1,0.214953271028037,0.150155763239875,0.242056074766355,0.34392523364486,0.644236760124611,"Bacteria"," Chloroflexi"," TK10"," uncultured_Chloroflexi_bacterium"," "," ","yes","not correlated",-0.216316299670193,0.457612637733618,"n.s.","n.s.","n.s.","dec. trend "
"19","X196900235",0.00649072248823292,"common","YES",2.37662480783142,"Included",0.442424242424242,0.200422686711942,0.423930709066097,0.50039724389135,0.140746975335369,0.314397609592552,0.509153318077803,0.422387490465294,0.264111365369947,0.165903890160183,0.307017543859649,0.322654462242563,0.326468344774981,0.829328756674294,0.333714721586575,0.199656750572082,0.194317315026697,0.519832189168574,0.322845156369184,1,"Bacteria"," Chloroflexi"," SAR202_clade"," uncultured_bacterium"," "," ","yes","not correlated",-0.299564293027307,0.298104005089367,"n.s.","n.s.","VIP","dec. trend "
"20","X196900250",0.00431361820048162,"common","YES",2.0334668420368,"Included",0.187878787878788,0.603217610029209,0.749225219191231,0.420888067708667,0.225800902474391,0.388185381275124,0.494583948793698,0.322008862629247,0.270556376169375,0.13096996553422,0.187346134908912,0.360905957656327,0.251846381093058,1,0.264401772525849,0.137863121614968,0.226243229935992,0.249630723781388,0.3397341211226,0.733382570162482,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhodospirillales"," Rhodospirillaceae"," uncultured","yes","not correlated",-0.302208089732005,0.293650961328735,"n.s.","n.s.","VIP","dec. trend "
"21","X196900138",0.0322275046264003,"common","YES",0.829996376794802,"Included",-0.418181818181818,0.229112840982819,0.43096090310479,-0.575461633202471,0.0817463669196985,0.226202275586015,0.0210818852988238,0.0949386632231985,0.300339668191899,0.210060915700531,0.947028605114673,0.723296746484013,0.031243859304382,0,0.411616090727901,0.144092299918592,0.208685399882099,0.0305982090222609,0.148078488616905,1,"Archaea"," Thaumarchaeota"," Marine_Group_I"," Cenarchaeales"," Cenarchaeaceae"," Cenarchaeum","yes","not correlated",0.575873017635279,0.0311517602685192,"n.s.","n.s.","n.s.","increasing"
"22","X196900155",0.00398527642089281,"common","YES",1.36822610411958,"Included",0.490909090909091,0.149655673420837,0.355652306247165,0.471865277556387,0.168546373193355,0.320402393426991,0.254376485843959,0.129025286362654,0.186081694402421,0.11670628917225,0.14242489734169,0.0907715582450832,0.748433110006484,0.2645342554571,0,0.0816944024205749,0.301275124270586,0.0987681002809596,0.370650529500756,1,"Bacteria"," Chloroflexi"," SAR202_clade"," "," "," ","yes","not correlated",-0.278971492307985,0.334114710715951,"n.s.","n.s.","VIP","dec. trend "
"23","X196900156",0.00696896357036394,"common","YES",1.80480067015013,"Included",-0.563636363636364,0.0897240283170913,0.334154357282607,-0.462612775856813,0.178213745614641,0.32286257053056,0.0783868715083799,0.135474860335196,0.633379888268156,0.556913407821229,0.578736033519553,0.792597765363129,0.202164804469274,0.587814245810056,0.145425977653631,0.200069832402235,0,0.218924581005587,0.508030726256983,1,"Bacteria"," Acidobacteria"," Holophagae"," Subgroup_10"," TK85"," uncultured_bacterium","yes","not correlated",0.601467873671,0.0228846783113648,"n.s.","n.s.","VIP","increasing"
"24","X196900176",0.00553301771083484,"common","YES",1.46045265921547,"Included",0.648484848484848,0.0425401276844894,0.264082845615861,0.720464580419814,0.0187544438471758,0.081881412378237,0.882814543552184,0.328276222861627,0.191472665445985,0.21344493852995,0.280408056500131,0,0.294009939837824,0.75568924928067,0.890400209259744,0.269683494637719,0.362804080565001,0.528642427413026,0.470572848548261,1,"Bacteria"," Actinobacteria"," Acidimicrobiia"," Acidimicrobiales"," OM1_clade"," ","yes","not correlated",-0.634484937527023,0.0147974537074428,"barrettin","barrettin","VIP","decreasing"
"25","X196900185",0.0106502166542221,"common","NO",1.2961935860814,"Included",0.709090909090909,0.0216659233675323,0.206456973116958,0.701750833352984,0.0237019512994228,0.0903357389147811,0.319572953736655,0.170208439247585,0.0758515505846467,0.115200813421454,0.212099644128114,0.0828673106253177,0.29862735129639,0.344585663446873,1,0.238027452974072,0.282257244534825,0.453787493645145,0.446568378240976,0.820742247076767,"Bacteria"," Acidobacteria"," Subgroup_6"," uncultured_bacterium"," "," ","yes","not correlated",-0.497210976478886,0.070463366178293,"barrettin","barrettin","VIP","dec. trend "
"26","X196900189",0.00597635937930148,"common","NO",1.60815173669296,"Included",0.454545454545455,0.186904810349332,0.41262045563459,0.490769052806769,0.149789657065203,0.314397609592552,0.738263950398583,0.660540301151461,0.214127546501329,0.201505757307352,0.177590788308237,0.379982285208149,0.246899911426041,0.24844995571302,0.703941541186891,0.275686448184234,0.0797165633303809,0.675376439326838,0.308015943312666,1,"Bacteria"," PAUC34f"," uncultured_bacterium"," "," "," ","yes","not correlated",-0.283478792000312,0.326033059472185,"n.s.","n.s.","VIP","dec. trend "
"27","X196900198",0.00723421284949128,"common","NO",1.80661298243003,"Included",-0.0303030303030303,0.933772958094147,0.950237468690265,0.390470953539335,0.264594640873133,0.422514762500971,0.669789762340037,0.53290676416819,0.449497257769653,0,0.627970749542962,0.850319926873857,0.455895795246801,0.747029250457038,0.661106032906764,0.323354661791591,0.109689213893967,0.493829981718464,0.739716636197441,1,"Bacteria"," Acidobacteria"," Subgroup_21"," uncultured_bacterium"," "," ","yes","not correlated",-0.0304940156682006,0.91757953795611,"n.s.","n.s.","VIP","dec. trend "
"28","X196900214",0.0079585984324868,"common","NO",2.21316742579499,"Included",0.0303030303030303,0.933772958094147,0.950237468690265,0.289955231817806,0.416413000493777,0.578112894156309,0.481783397105307,0.436200299451006,0.409748793877891,0.18782232573615,0.346697720845117,0.571452337381467,0.377308268175012,1,0.285476626185327,0.196972217601065,0.211778406255199,0.299950091498919,0.451838296456496,0.811512227582765,"Bacteria"," Chloroflexi"," JG30-KF-CM66"," "," "," ","yes","not correlated",-0.101572079629867,0.729710968542597,"n.s.","n.s.","VIP","dec. trend "
"29","X196900219",0.00252473993580685,"common","NO",1.56136675839224,"Included",0.0909090909090909,0.802771731207162,0.886119615868015,0.18027756673046,0.618211441514713,0.739898207292417,0.315105333930973,0.211116091438817,0.289108023307934,0.343792021515016,0.40699238009861,0.266248319139399,0.285073957866428,0.456745853877185,0.651277454056477,0.121470192738682,0.125952487673689,0.403854773644106,0.397579560735096,1,"Bacteria"," Acidobacteria"," Subgroup_5"," "," "," ","yes","not correlated",-0.0678114799483828,0.817831329557346,"n.s.","n.s.","VIP","dec. trend "
"30","X196900221",0.00764176201199775,"common","NO",1.59153081933435,"Included",0.248484848484848,0.488776304519243,0.656031983474333,0.417948319943611,0.229399881647218,0.391044523989351,0.776924673168707,0.697032579373314,0.0776094625440963,0.197343847271218,0.288234073459224,0.633948952064744,0.32185100643287,0.7688317078232,0.951442207926956,0.321435982568998,0.246939199003943,0.507781697447603,0.389499896244034,1,"Bacteria"," Chloroflexi"," JG30-KF-CM66"," uncultured_bacterium"," "," ","yes","not correlated",-0.375566474755246,0.185736018290097,"n.s.","n.s.","VIP","dec. trend "
"31","X196900239",0.00401185153082065,"common","NO",1.72655899074979,"Included",-0.175757575757576,0.627188344776485,0.749225219191231,0.360782265788136,0.305741408470637,0.46573145094505,0.355134074558535,0.365598430346632,0.598757357750163,0.0683453237410072,0.445716154349248,0.439175931981687,0.391432308698496,0.544146500981033,0.515369522563767,0.225637671680837,0.219424460431655,0.402877697841727,0.398299542184434,1,"Bacteria"," Chloroflexi"," SAR202_clade"," uncultured_Thermomicrobium_sp."," "," ","yes","not correlated",-0.0187853915736988,0.94917725436493,"n.s.","n.s.","VIP","dec. trend "
"32","X196900274",0.00629489479907918,"common","NO",2.06402568956985,"Included",0.212121212121212,0.55630577510293,0.727338294956582,0.189282017464788,0.600464023177891,0.730685136638156,0.733558891943328,0.32755339395221,0.223514485091986,0.291182068090505,0.635017974201734,0.433918375978008,0.328187777542821,0.731867202368365,0.208712201311059,0.134489321209558,0.170226263480651,0.581095368999789,0.348699513639247,1,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," oI89A_clade"," uncultured_bacterium"," ","yes","not correlated",-0.0505791438938583,0.863662677694424,"n.s.","n.s.","VIP","dec. trend "
"33","X196900330",0.00617694499191368,"common","NO",1.77743038090836,"Included",0.175757575757576,0.627188344776485,0.749225219191231,0.317535298276239,0.371292688065107,0.53192285807909,0.809049516220831,0.522481502561184,0.634035287421742,0.35486624928856,0.433978372225384,0.688389299943085,0.436539556061468,0.938816163915766,0.33892999430848,0.356573705179283,0.208309618668184,0.536994877632328,0.496869664200342,1,"Bacteria"," Chloroflexi"," Anaerolineae"," Anaerolineales"," Anaerolineaceae"," uncultured","yes","not correlated",-0.0369758175508101,0.900133016844497,"n.s.","n.s.","VIP","dec. trend "
"34","X196900337",0.0244187780494057,"common","NO",0.246912559084918,"Included",-0.393939393939394,0.259997766834888,0.448885033338866,-0.728917993169472,0.0167746039994603,0.0761453934357523,0.319722335647203,0.138423846467946,0.412413229889751,0.474326255614537,0.925581870151082,1,0.266537362188648,0.118875051041241,0.19467129440588,0.253879134340547,0.0822274397713352,0.267200898325847,0.312117190690078,0.621376071866068,"Bacteria"," Acidobacteria"," Subgroup_9"," uncultured_bacterium"," "," ","yes","not correlated",0.793348258026631,0.000708637382364202,"n.s.","n.s.","n.s.","increasing"
"35","X196900141",0.00893358726330541,"common","YES",1.04798039111032,"Included",-0.406060606060606,0.244282294086626,0.43096090310479,-0.387733484116244,0.268254002438558,0.426671720414084,0.338425033367937,0,0.651638736467448,0.536556428889218,1,0.636660240249147,0.329082010974344,0.830935785258787,0,0.128874388254486,0.0937268278214445,0.216520836422957,0.593059469079045,0.658460625834198,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhodospirillales"," Rhodospirillaceae"," uncultured","yes","not correlated",0.538406553205731,0.047003018031399,"n.s.","n.s.","VIP","increasing"
"36","X196900150",0.00523025811009429,"common","NO",0.217738312657691,"Included",-0.103343942425611,0.776334060240909,0.862382909976185,-0.376433682170762,0.283649930960635,0.442629219033129,0,0,0.282750203417413,1,0.399918633034988,0.1706672091131,0.270748576078112,0.147681041497152,0.714605370219691,0.107811228641172,0.0933685923515053,0.18633034987795,0.441619202603743,0.651952807160293,"Bacteria"," Bacteroidetes"," Bacteroidetes_Incertae_Sedis"," Order_II"," Rhodothermaceae"," uncultured","yes","not correlated",0.299448674586321,0.298299634087278,"n.s.","n.s.","n.s.","inc. trend"
"37","X196900151",0.00393034833478458,"common","YES",1.57930056643386,"Included",0.175757575757576,0.627188344776485,0.749225219191231,0.493602895929768,0.147092494501042,0.314397609592552,0.128060724779628,0.283545543584721,0.444417238001959,0,0.25,0.145445641527914,0.57590597453477,1,0.267629774730656,0,0.352840352595495,0.134671890303624,0.448824681684623,0.277179236043095,"Bacteria"," Chloroflexi"," Caldilineae"," Caldilineales"," Caldilineaceae"," uncultured","yes","not correlated",-0.308942344191891,0.282484469696271,"n.s.","n.s.","VIP","dec. trend "
"38","X196900153",0.0055697139756998,"common","NO",0.770208011577502,"Included",0.236363636363636,0.5108853175152,0.67671366647915,0.0681076043790266,0.851703784535592,0.880021301668489,0.432624113475177,0.120283687943262,0.47886524822695,0.212198581560284,0.968794326241135,0.563120567375887,1,0.23177304964539,0,0.171063829787234,0.330496453900709,0.396879432624113,0.950354609929078,0.979007092198582,"Bacteria"," Chloroflexi"," SAR202_clade"," uncultured_bacterium"," "," ","yes","not correlated",0.176837019116144,0.545330562769101,"n.s.","n.s.","n.s.","inc. trend"
"39","X196900159",0.00372582574465507,"common","YES",1.62405897068311,"Included",0.612121212121212,0.0599721424772552,0.288437447152513,0.51376758521672,0.128756551168133,0.297243695268147,0.384200056834328,0.210287013356067,0.234725774367718,0.128161409491333,0.554703040636545,0.109690252912759,0.529695936345553,0.309178743961353,0,0.152031827223643,0.164251207729469,0.322250639386189,0.703324808184143,1,"Bacteria"," Chloroflexi"," SAR202_clade"," uncultured_Chloroflexi_bacterium"," "," ","yes","not correlated",-0.102728695543825,0.726739955933916,"n.s.","n.s.","VIP","dec. trend "
"40","X196900269",0.0109675627594659,"common","YES",0.307538191328176,"Included",-0.709090909090909,0.0216659233675323,0.206456973116958,-0.782882809754141,0.0074110512782104,0.0544375402981273,0.100738518347565,0.171128548349873,0.186129702284791,0.693745672744057,0.557119778444496,0.749596122778675,0.151973228709901,0.278329102238634,1,0.0887375951996307,0.390145395799677,0.196284329563813,0.356450496192015,0.526886683591046,"Bacteria"," Actinobacteria"," Acidimicrobiia"," Acidimicrobiales"," Sva0996_marine_group"," ","yes","not correlated",0.400025708744733,0.156420478502635,"n.s.","n.s.","n.s.","inc. trend"
"41","X196900288",0.00444018064765431,"common","YES",1.49179624367224,"Included",-0.478787878787879,0.161522928017456,0.374822790622495,-0.21781926906039,0.545490759510603,0.678086974899334,0.419180421172453,0.255549231644849,0.373363688104724,0.387592487194081,0.483779169038133,0.554923164484918,0.27233921457029,0.465850882185544,0.280022766078543,0.235344336937962,0.205179282868526,0.431701764371087,0.249857712009106,1,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Xanthomonadales"," uncultured"," ","yes","not correlated",0.25498328946389,0.378976736131335,"n.s.","n.s.","VIP","inc. trend"
"42","X196900139",0.00481005759662054,"common","NO",1.12371501570319,"Included",0.674775153484872,0.0323118085420258,0.246301333037328,0.523494906771183,0.120443917389474,0.282903154798531,0.367939468590533,0,0.063346823860637,0.0675699454513461,0.281541439380609,0,0.680802393102235,0.10997712475805,0,0.103642442371987,0.177371106809784,0.217666725321133,0.780749604082351,1,"Bacteria"," Chloroflexi"," SAR202_clade"," "," "," ","yes","not correlated",-0.28178712181828,0.329053204991841,"barrettin","n.s.","VIP","dec. trend "
"43","X196900197",0.00164883427869032,"rare","not tested",1.56529120419205,"Included",0.321212121212121,0.36546831043867,0.575159685417345,0.550635761865292,0.099050630567167,0.260016444414161,0.431752873563218,0.489942528735632,0.362787356321839,0.242097701149425,0,0.309626436781609,0.343390804597701,0.887931034482759,0.785919540229885,0.168103448275862,0,0.305316091954023,0.351293103448276,1,"Bacteria"," Acidobacteria"," Subgroup_21"," "," "," ","yes","not correlated",-0.341796232594207,0.231658749460042,"n.s.","n.s.","VIP","dec. trend "
"44","X196900210",0.00140556104603544,"rare","not tested",0.624713558279299,"Included",-0.0243162217472026,0.94683970490851,0.956308101957595,-0.169147110682662,0.640396447049728,0.739898207292417,0,0.27972027972028,0.626262626262626,0.34965034965035,0.48018648018648,0.314685314685315,0.571872571872572,0,0,0.134421134421134,0.183372183372183,0.310800310800311,0.408702408702409,1,"Bacteria"," Chloroflexi"," SAR202_clade"," "," "," ","yes","not correlated",0.372720162093309,0.189361043298293,"n.s.","n.s.","n.s.","inc. trend"
"45","X196900217",0.0031303107366108,"common","NO",0.490127424543565,"Included",-0.0787878787878788,0.828717394697461,0.909787574613517,-0.203402826585055,0.573012377806282,0.701506062526478,0.208226221079692,0.350899742930591,0.272493573264781,0.415167095115681,0.656383890317052,0.547557840616967,0.263067694944302,0,0.565981148243359,0.235646958011997,0.189802913453299,0.716795201371037,0.441730934018852,1,"Bacteria"," Acidobacteria"," Subgroup_9"," uncultured_bacterium"," "," ","yes","not correlated",0.330976855092796,0.247725661915267,"n.s.","n.s.","n.s.","inc. trend"
"46","X196900242",0.0123243307036282,"common","NO",1.08588623947598,"Included",-0.321212121212121,0.36546831043867,0.575159685417345,-0.56656840304101,0.0877014357459882,0.237794496922008,0.123838271506871,0.0393994757327826,0.800857891810311,0.502899356581142,0.502978791008023,0.875129080943681,0.0510763364842323,0,0,0.0714115497656684,0.0795932957343713,0.261418698864088,0.141234410993725,1,"Bacteria"," Gemmatimonadetes"," BD2-11_terrestrial_group"," uncultured_Gemmatimonadetes_bacterium"," "," ","yes","not correlated",0.731440270387573,0.00294972535173794,"n.s.","n.s.","VIP","increasing"
"47","X196900246",0.00359765710641535,"common","NO",0.782624205837395,"Included",-0.345454545454545,0.328226511471367,0.532544219415391,-0.413750684252426,0.234594790809334,0.394901231195711,0.532849364791289,0.16551724137931,0.571687840290381,0.235934664246824,0.860617059891107,1,0.205444646098004,0.633393829401089,0.28529945553539,0.12486388384755,0.153176043557169,0.216333938294011,0.548820326678766,0.417785843920145,"Bacteria"," Chloroflexi"," S085"," uncultured_bacterium"," "," ","yes","not correlated",0.57307981303967,0.0321724674989202,"n.s.","n.s.","n.s.","increasing"
"48","X196900280",0.0043785855813649,"common","NO",0.756261144870575,"Included",-0.551515151515152,0.0984011766696349,0.335597111896898,-0.557188181494741,0.0942764824564382,0.25391799274934,0.152969894222945,0.649308380797396,0.740846216436127,0.670056956875509,0.751830756712775,0.974776240846216,0.363710333604557,0.228641171684296,0.459316517493897,0.438161106590724,0.180634662327095,0.370626525630594,0.524003254678601,1,"Bacteria"," Gemmatimonadetes"," BD2-11_terrestrial_group"," "," "," ","yes","not correlated",0.768329661116348,0.0013266828343371,"n.s.","n.s.","n.s.","increasing"
